dataset,model,eval_metrics/MSE[mean],eval_metrics/MSE[0.5],eval_metrics/MAE[mean],eval_metrics/MAE[0.5],eval_metrics/MASE[0.5],eval_metrics/MAPE[0.5],eval_metrics/sMAPE[0.5],eval_metrics/MSIS,eval_metrics/RMSE[mean],eval_metrics/NRMSE[mean],eval_metrics/ND[0.5],eval_metrics/mean_weighted_sum_quantile_loss,domain,num_variates,horizon,ttm_context_len,available_context_len,finetune_success,finetune_train_num_samples,finetune_valid_num_samples,insample_error
bizitobs_l2c/5T/long,TTM-R3-PT,62.27209709230307,62.27209709230307,5.190474756245788,5.190474756245788,0.512472032635735,0.4155161385370331,0.7284933363043792,3.5222639272642806,7.891267141106241,0.4430828525075469,0.291437397789501,0.22956900943312675,Web/CloudOps,7,720,2048,28368,False,0,0,0
bizitobs_l2c/H/long,TTM-R3-PT,87.30726898575386,87.30726898575386,5.644798754747807,5.644798754747807,0.6020294167574436,0.6343785358453431,0.8239915082664495,4.601235499213131,9.343835881786124,0.5707484636305691,0.3448005998324752,0.27968695282323286,Web/CloudOps,7,720,2048,1944,False,0,0,0
bizitobs_service/10S/short,TTM-R3-PT,4051.7536084270578,4051.7536084270578,22.6159667577835,22.6159667577835,0.7953619927848292,0.0700525982356432,0.05463286425031852,7.935214178828827,63.65338646472046,0.047156463640681004,0.01675463118845002,0.013508950090697608,Web/CloudOps,2,60,2048,7935,False,0,0,0
bizitobs_service/10S/medium,TTM-R3-PT,44495.51275075392,44495.51275075392,49.40973459276745,49.40973459276745,1.1506905997895143,0.09147598253492578,0.07776402613987173,9.45537522851766,210.9395950284202,0.15875809106720723,0.037186926157833256,0.03052995919529936,Web/CloudOps,2,600,2048,7635,False,0,0,0
covid_deaths/D/short,TTM-R3-PT,303295.5078787748,303295.5078787748,114.04758396476647,114.04758396476647,31.22111026946774,0.08912829401690277,0.3594855317316755,564.6605328161509,550.7227141482134,0.20721210132320741,0.04291095848611433,0.038576152233269795,Healthcare,1,30,512,182,False,0,0,0
bizitobs_service/10S/long,TTM-R3-PT,131343.01083635545,131343.01083635545,77.4253902870196,77.4253902870196,1.3672867161138638,0.10600217280270736,0.09136298764152645,22.61342587003652,362.4127630704463,0.2684869609274023,0.0573592043521358,0.05362145591799325,Web/CloudOps,2,900,2048,7935,False,0,0,0
car_parts/M/short,TTM-R3-PT,2.1941284267253875,2.1941284267253875,0.5524179114021796,0.5524179114021796,1.0312133901111615,0.7901024359409367,1.8502725380546963,16.54242231489681,1.481259068065201,3.551907297013943,1.3246414842702152,1.1203777774175576,Sales,1,12,156,39,False,0,0,0
electricity/D/short,TTM-R3-PT,1388074632.2722554,1388074632.2722554,4383.606108365044,4383.606108365044,1.4521542247468862,0.41398739425845205,0.0989361802591573,12.588018340577818,37256.87362450391,0.6122541872837739,0.07203720908788315,0.05718845750900094,Energy,1,30,1024,1311,False,0,0,0
bitbrains_rnd/5T/short,TTM-R3-PT,1775168.8737764403,1775168.8737764403,120.9370264239788,120.9370264239788,1.6413547004059375,0.7908807448645517,0.6567017993854095,53.89538248472302,1332.3546351390235,5.451611206823526,0.4948394602943543,0.4263226550629616,Web/CloudOps,2,48,2048,7776,False,0,0,0
bitbrains_rnd/5T/medium,TTM-R3-PT,2997919.375352391,2997919.375352391,211.89956632489697,211.89956632489697,4.443765590094579,2.7468444459167958,0.7442838736765643,162.64525879390038,1731.4500787930303,7.2850931998242805,0.8915695049985606,0.760760123716467,Web/CloudOps,2,480,2048,7680,False,0,0,0
electricity/W/short,TTM-R3-PT,87054265452.83488,87054265452.83488,34528.53354048686,34528.53354048686,1.600351481029172,0.2514054316911772,0.10211883994783252,13.430391340215227,295049.5982929563,0.6732058387591479,0.07878272167707523,0.06129960284414494,Energy,1,8,156,184,False,0,0,0
bitbrains_rnd/5T/long,TTM-R3-PT,3175405.147157709,3175405.147157709,231.8624296963988,231.8624296963988,3.354687572330701,4.017399750255866,0.7173700746224246,118.23143314712121,1781.966651527943,6.826312472046026,0.8882126914542894,0.7585535013969734,Web/CloudOps,2,720,2048,7200,False,0,0,0
ett1/15T/short,TTM-R3-PT,5.259320164220335,5.259320164220335,1.087527455118848,1.087527455118848,0.6804703040970852,0.5305095509167694,0.23129329922226544,6.0781525496990545,2.2933207722035607,0.4335330381430633,0.20558793492662722,0.16866411475031529,Energy,7,48,2048,68720,False,0,0,0
ett1/D/short,TTM-R3-PT,40042.61420960502,40042.61420960502,132.89371416562736,132.89371416562736,1.6432118277707408,1.1838013752055059,0.4665230583550107,11.032947744492324,200.1065071645723,0.5255863786684046,0.3490497483855547,0.2712333232304969,Energy,7,30,768,635,False,0,0,0
ett1/15T/medium,TTM-R3-PT,9.651742058445532,9.651742058445532,1.6030969946124716,1.6030969946124716,1.0009999678995711,0.7791326388388883,0.3876802148520902,8.46803180260378,3.1067252949762927,0.5921448429944354,0.3055518361133043,0.24447673181109264,Energy,7,480,2048,62480,False,0,0,0
ett1/15T/long,TTM-R3-PT,9.240763454021208,9.240763454021208,1.595149830364919,1.595149830364919,1.0186772958338302,0.8224155685175628,0.39149613347994233,8.660350866557916,3.039862407087072,0.5794007804323444,0.3040371348601906,0.24254963744165683,Energy,7,720,2048,62480,False,0,0,0
ett1/W/short,TTM-R3-PT,1156180.9932750962,1156180.9932750962,823.4529382151543,823.4529382151543,1.5578899564051867,0.5622669928224627,0.5894955162315464,8.279901873844986,1075.258570426247,0.4278710491742046,0.3276715780838004,0.257030505026023,Energy,7,8,156,87,False,0,0,0
ett1/H/short,TTM-R3-PT,117.04295167816765,117.04295167816765,5.170415361587559,5.170415361587559,0.8370383271688403,0.4916036775840522,0.2638135891812235,7.199921351076812,10.818639086232965,0.5049501470402165,0.24132443797066433,0.19480771255898907,Energy,7,48,2048,16460,False,0,0,0
ett1/H/medium,TTM-R3-PT,135.6563589648989,135.6563589648989,6.838062691953229,6.838062691953229,1.2818771354052032,3893500284409.9575,0.4359240287998961,9.265758005217679,11.64716098304213,0.55787140158999,0.32752699337412167,0.257682421646398,Energy,7,480,2048,15500,False,0,0,0
ett1/H/long,TTM-R3-PT,141.36137569742803,141.36137569742803,6.949010567374914,6.949010567374914,1.3271873700140946,3989751084213.6587,0.45616354244348545,9.89599705836677,11.889549011523862,0.569364751186527,0.3327730655596048,0.26399613400773414,Energy,7,720,2048,15260,False,0,0,0
electricity/H/short,TTM-R3-PT,1467832.9824092395,1467832.9824092395,159.29077212648164,159.29077212648164,0.8855727572937963,0.21445806124497643,0.12227109989963597,10.881168588582307,1211.5415727119064,0.5719340839141368,0.07519661222041983,0.0633093575778218,Energy,1,48,2048,34104,False,0,0,0
